LocationID,Borough,Zone,service_zone,longitude,latitude
155,Brooklyn,Marine Park/Mill Basin,Boro Zone,-73.91527709386855,40.614590989275726
156,Staten Island,Mariners Harbor,Boro Zone,-74.16723534170745,40.63130769285299
157,Queens,Maspeth,Boro Zone,-73.90232968131367,40.72399507493358
158,Manhattan,Meatpacking/West Village West,Yellow Zone,-74.0089841047853,40.73503540069665
159,Bronx,Melrose South,Boro Zone,-73.91284939799161,40.818259747689844
160,Queens,Middle Village,Boro Zone,-73.88005140814954,40.71833677001369
161,Manhattan,Midtown Center,Yellow Zone,-73.97769793122403,40.75802804352627
162,Manhattan,Midtown East,Yellow Zone,-73.97235594352033,40.75668765218885
163,Manhattan,Midtown North,Yellow Zone,-73.97756868222719,40.76442140578679
164,Manhattan,Midtown South,Yellow Zone,-73.9851563946768,40.748574629356725
165,Brooklyn,Midwood,Boro Zone,-73.95682460583805,40.620924048746254
166,Manhattan,Morningside Heights,Boro Zone,-73.96176359682933,40.8094569611253
167,Bronx,Morrisania/Melrose,Boro Zone,-73.90235177500064,40.82751255686399
168,Bronx,Mott Haven/Port Morris,Boro Zone,-73.91682193806467,40.80734716766531
169,Bronx,Mount Hope,Boro Zone,-73.90512221938546,40.849058377391245
170,Manhattan,Murray Hill,Yellow Zone,-73.97849159965224,40.74774579364388
171,Queens,Murray Hill-Queens,Boro Zone,-73.80954582099437,40.76835162630845
172,Staten Island,New Dorp/Midland Beach,Boro Zone,-74.10501900721479,40.571768892932596
173,Queens,North Corona,Boro Zone,-73.86303754486681,40.7525792391496
174,Bronx,Norwood,Boro Zone,-73.87902225226021,40.87713760287658
175,Queens,Oakland Gardens,Boro Zone,-73.75462173612384,40.74267210348269
176,Staten Island,Oakwood,Boro Zone,-74.12258402976956,40.56199423458405
177,Brooklyn,Ocean Hill,Boro Zone,-73.91363213611349,40.67664410104018
178,Brooklyn,Ocean Parkway South,Boro Zone,-73.97032580128302,40.61731493715169
179,Queens,Old Astoria,Boro Zone,-73.92833318686118,40.771570243583355
180,Queens,Ozone Park,Boro Zone,-73.84704317269397,40.675594990706664
181,Brooklyn,Park Slope,Boro Zone,-73.98141374048758,40.67037432591725
182,Bronx,Parkchester,Boro Zone,-73.85798694048579,40.83774866435354
183,Bronx,Pelham Bay,Boro Zone,-73.83158179959663,40.8491726171826
184,Bronx,Pelham Bay Park,Boro Zone,-73.8078572663126,40.86827620354769
185,Bronx,Pelham Parkway,Boro Zone,-73.85439380221173,40.85440471268922
186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,-73.9924375369761,40.748497181405014
187,Staten Island,Port Richmond,Boro Zone,-74.14078750231758,40.62816687457196
188,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,-73.94744164500476,40.65874445085671
189,Brooklyn,Prospect Heights,Boro Zone,-73.96758681222951,40.67763538934729
190,Brooklyn,Prospect Park,Boro Zone,-73.96891374270623,40.661622158356835
191,Queens,Queens Village,Boro Zone,-73.74153176997537,40.715454515305204
192,Queens,Queensboro Hill,Boro Zone,-73.81522935845767,40.74375148543156
193,Queens,Queensbridge/Ravenswood,Boro Zone,-73.94199705818419,40.76031363502696
194,Manhattan,Randalls Island,Yellow Zone,-73.92459630024567,40.79100078171126
195,Brooklyn,Red Hook,Boro Zone,-74.00917849113318,40.67554886228091
196,Queens,Rego Park,Boro Zone,-73.86333855806276,40.726155639579225
197,Queens,Richmond Hill,Boro Zone,-73.83092407449995,40.69454235438128
198,Queens,Ridgewood,Boro Zone,-73.9017092644472,40.70652679441957
199,Bronx,Rikers Island,Boro Zone,-73.88265824700588,40.79113290307751
200,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,-73.9069871077142,40.899529064376466
201,Queens,Rockaway Park,Boro Zone,-73.84345281477822,40.57798249377507
202,Manhattan,Roosevelt Island,Boro Zone,-73.94995171169585,40.76189974995509
203,Queens,Rosedale,Boro Zone,-73.73947255987298,40.65785341801943
204,Staten Island,Rossville/Woodrow,Boro Zone,-74.20782608356562,40.540334005296074
205,Queens,Saint Albans,Boro Zone,-73.76314612543833,40.691201446806154
206,Staten Island,Saint George/New Brighton,Boro Zone,-74.10231250352726,40.638972205166446
207,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,-73.89935256434536,40.76398558883053
208,Bronx,Schuylerville/Edgewater Park,Boro Zone,-73.82354011891934,40.8233185838775
209,Manhattan,Seaport,Yellow Zone,-74.00366456329894,40.709072742793076
210,Brooklyn,Sheepshead Bay,Boro Zone,-73.94050716694062,40.59202346436426
211,Manhattan,SoHo,Yellow Zone,-74.00153756565634,40.72388811004175
212,Bronx,Soundview/Bruckner,Boro Zone,-73.86967965711672,40.8279021485874
213,Bronx,Soundview/Castle Hill,Boro Zone,-73.85813498781427,40.81785855770813
214,Staten Island,South Beach/Dongan Hills,Boro Zone,-74.08551235826928,40.58678663305194
215,Queens,South Jamaica,Boro Zone,-73.79096393223053,40.69442755408878
216,Queens,South Ozone Park,Boro Zone,-73.81945963682767,40.67615403721384
217,Brooklyn,South Williamsburg,Boro Zone,-73.95859684507164,40.70391644046576
218,Queens,Springfield Gardens North,Boro Zone,-73.77303565610495,40.67208970676736
219,Queens,Springfield Gardens South,Boro Zone,-73.76450578558233,40.66218488071144
220,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,-73.9106646756443,40.88240311320918
221,Staten Island,Stapleton,Boro Zone,-74.07370444530252,40.618769278732046
222,Brooklyn,Starrett City,Boro Zone,-73.88241292571804,40.647527034323566
223,Queens,Steinway,Boro Zone,-73.90540773409828,40.77742692053275
224,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,-73.97659767323339,40.731820636016785
225,Brooklyn,Stuyvesant Heights,Boro Zone,-73.93188826440705,40.68816818695494
226,Queens,Sunnyside,Boro Zone,-73.9246730658505,40.73769895644439
227,Brooklyn,Sunset Park East,Boro Zone,-74.00465205914728,40.64188631576522
228,Brooklyn,Sunset Park West,Boro Zone,-74.01127116962897,40.65235464953846
229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,-73.96514579918423,40.75672894163307
230,Manhattan,Times Sq/Theatre District,Yellow Zone,-73.98419648907567,40.759817617191835
231,Manhattan,TriBeCa/Civic Center,Yellow Zone,-74.00787970866403,40.717772736265175
232,Manhattan,Two Bridges/Seward Park,Yellow Zone,-73.98302455833492,40.71473250693941
233,Manhattan,UN/Turtle Bay South,Yellow Zone,-73.97044256869235,40.74991407790215
234,Manhattan,Union Sq,Yellow Zone,-73.99045782354735,40.74033744175702
235,Bronx,University Heights/Morris Heights,Boro Zone,-73.9159754246645,40.852521149263545
236,Manhattan,Upper East Side North,Yellow Zone,-73.9570116983574,40.78043643718996
237,Manhattan,Upper East Side South,Yellow Zone,-73.9656345353807,40.76861518381156
238,Manhattan,Upper West Side North,Yellow Zone,-73.97304890061594,40.791704934427074
239,Manhattan,Upper West Side South,Yellow Zone,-73.97863194845081,40.78396143031376
240,Bronx,Van Cortlandt Park,Boro Zone,-73.88197807761944,40.894599127507014
241,Bronx,Van Cortlandt Village,Boro Zone,-73.89562001785487,40.876512375445536
242,Bronx,Van Nest/Morris Park,Boro Zone,-73.8506705770834,40.846782895809845
243,Manhattan,Washington Heights North,Boro Zone,-73.93283148761283,40.85710828331433
244,Manhattan,Washington Heights South,Boro Zone,-73.9413991057364,40.84170877111966
245,Staten Island,West Brighton,Boro Zone,-74.1028601101664,40.63004939183068
246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,-74.00401512528674,40.75330906598342
247,Bronx,West Concourse,Boro Zone,-73.92440873264249,40.82898823048455
248,Bronx,West Farms/Bronx River,Boro Zone,-73.87228927297005,40.83416531682764
249,Manhattan,West Village,Yellow Zone,-74.00287495910834,40.73457600733173
250,Bronx,Westchester Village/Unionport,Boro Zone,-73.84864070062376,40.832101659632144
251,Staten Island,Westerleigh,Boro Zone,-74.12534779829352,40.61688000771182
252,Queens,Whitestone,Boro Zone,-73.81565681271016,40.78819301672901
253,Queens,Willets Point,Boro Zone,-73.84124393899137,40.760630752172595
254,Bronx,Williamsbridge/Olinville,Boro Zone,-73.85894823975751,40.88215708304704
255,Brooklyn,Williamsburg (North Side),Boro Zone,-73.95741813122191,40.71880391812991
256,Brooklyn,Williamsburg (South Side),Boro Zone,-73.95990462730529,40.7108799333774
257,Brooklyn,Windsor Terrace,Boro Zone,-73.97798241330017,40.653611871336615
258,Queens,Woodhaven,Boro Zone,-73.85576675985425,40.688721356981304
259,Bronx,Woodlawn/Wakefield,Boro Zone,-73.8522154537012,40.897932025294715
260,Queens,Woodside,Boro Zone,-73.90630644197886,40.74423471780149
261,Manhattan,World Trade Center,Yellow Zone,-74.01302277174901,40.70913894067186
262,Manhattan,Yorkville East,Yellow Zone,-73.94651035601467,40.77593240314995
263,Manhattan,Yorkville West,Yellow Zone,-73.951009874818,40.77876585543437
264,Unknown,N/A,N/A,,
265,N/A,Outside of NYC,N/A,,
